	accountNumber	customerId	creditLimit	availableMoney	transactionDateTime	transactionAmount	merchantName	acqCountry	merchantCountryCode	posEntryMode	posConditionCode	merchantCategoryCode	currentExpDate	accountOpenDate	dateOfLastAddressChange	cardCVV	enteredCVV	cardLast4Digits	transactionType	isFraud	echoBuffer	currentBalance	merchantCity	merchantState	merchantZip	cardPresent	posOnPremises	recurringAuthInd	expirationDateKeyInMatch	currentBalanceDiff
2427	182040771	182040771	7500.0	5320.79	2016-10-18 18:27:09	197.28	Next Day eCards	US	US	05	08	online_gifts	12/2018	2012-03-21	2016-07-25	323	323	7308	REVERSAL	0.0		2179.21				0.0			0.0	197.27999999999997
2429	182040771	182040771	7500.0	3394.17	2016-10-24 04:00:28	39.71	AMC #79863	US	US	09	01	entertainment	03/2025	2012-03-21	2016-07-25	323	323	7308	REVERSAL	0.0		4105.83				1.0			0.0	39.710000000000036
2434	182040771	182040771	7500.0	851.33	2016-11-04 19:20:58	176.05	Franks Cafe	US	US	05	01	food	08/2019	2012-03-21	2016-07-25	323	323	7308	REVERSAL	0.0		6648.67				1.0			0.0	176.05000000000018
2443	182040771	182040771	7500.0	5262.75	2016-11-22 04:38:37	118.41	LES Pizza	US	US	02	01	food	11/2019	2012-03-21	2016-07-25	323	323	7308	REVERSAL	0.0		2237.25				1.0			0.0	118.40999999999985
2460	183826758	183826758	7500.0	4292.16	2016-08-20 14:00:58	91.22	discount.com	US	US	80	01	online_retail	02/2025	2014-12-26	2014-12-26	153	153	8979	REVERSAL	0.0		3207.84				0.0			0.0	91.22000000000025
2482	417549733	417549733	2500.0	129.79	2016-07-07 11:45:51	57.86	alibaba.com	US	US	09	01	online_retail	09/2027	2015-02-16	2016-06-25	475	475	0000	REVERSAL	0.0		2370.21				0.0			0.0	57.86000000000013
2509	243561809	243561809	250.0	147.97	2016-09-04 22:46:49	6.98	Lyft	US	US	80	99	rideshare	05/2025	2015-11-21	2015-11-21	814	814	5020	REVERSAL	0.0		102.03				0.0			0.0	6.980000000000004
2521	235423170	235423170	5000.0	4872.52	2016-04-20 02:13:02	127.48	Hilton Hotels #405695	US	US	09	08	hotels	05/2031	2015-07-05	2015-07-05	890	890	3911	REVERSAL	0.0		127.48				1.0			0.0	127.48
2540	723298103	723298103	2500.0	2184.18	2016-12-04 16:31:06	315.82	Franks Pub #53336	US	US	02	01	food	07/2019	2015-10-05	2015-10-05	282	282	6113	REVERSAL	0.0		315.82				1.0			0.0	315.82
2543	884159683	884159683	500.0	74.85	2016-03-09 12:21:38	27.84	alibaba.com	US	US	09	01	online_retail	12/2027	2015-05-09	2015-05-09	481	481	8180	REVERSAL	0.0		425.15				0.0			0.0	27.839999999999975
2546	884159683	884159683	500.0	436.87	2016-06-09 20:58:58	63.13	cheapfast.com	US	US	09	01	online_retail	02/2025	2015-05-09	2015-05-09	481	481	8180	REVERSAL	0.0		63.13				0.0			0.0	63.13
2566	462201332	462201332	7500.0	519.71	2016-05-26 01:47:01	82.64	Seattle Times	US	US	02	01	subscriptions	05/2020	2005-01-16	2016-03-24	328	328	3716	REVERSAL	0.0		6980.29				0.0			0.0	82.64000000000033
2576	462201332	462201332	7500.0	1137.22	2016-08-30 17:56:46	236.03	Domino's Pizza #484099	US	US	05	01	fastfood	10/2029	2005-01-16	2016-07-28	328	328	3716	REVERSAL	0.0		6362.78				1.0			0.0	236.02999999999975
2578	462201332	462201332	7500.0	5206.51	2016-09-18 08:51:59	63.74	Los Angeles News	US	US	09	01	subscriptions	04/2019	2005-01-16	2016-07-28	328	328	3716	REVERSAL	0.0		2293.49				0.0			0.0	63.73999999999978
2593	124909190	124909190	50000.0	48626.87	2016-07-20 06:21:46	83.77	Tim Hortons #671796	US	US	05	01	fastfood	07/2027	2015-07-30	2015-07-30	636	636	8806	REVERSAL	0.0		1373.13				1.0			0.0	83.77000000000021
2673	362748229	362748229	2500.0	155.16	2016-03-01 13:34:15	104.17	WSC #263580	US	US	05	01	health	11/2021	2014-11-25	2014-11-25	564	564	7280	REVERSAL	0.0		2344.84				0.0			0.0	104.17000000000007
2726	755231026	755231026	15000.0	14934.56	2016-06-08 10:21:54	39.8	Regal Cinemas #729464	US	US	05	01	entertainment	07/2025	2015-12-06	2015-12-06	419	419	5987	REVERSAL	0.0		65.44				1.0			0.0	39.8
2732	755231026	755231026	15000.0	14607.55	2016-10-07 00:08:40	33.79	AMC #606218	US	US	09	08	entertainment	05/2030	2015-12-06	2015-12-06	419	419	5987	REVERSAL	0.0		392.45				1.0			0.0	33.789999999999964
2734	755231026	755231026	15000.0	13885.73	2016-11-15 17:35:49	97.17	EZ Putt Putt #503815	US	US	02	08	entertainment	07/2027	2015-12-06	2015-12-06	419	419	5987	REVERSAL	0.0		1114.27				1.0			0.0	97.16999999999996
2735	755231026	755231026	15000.0	12940.45	2016-11-28 16:09:10	298.15	EZ Putt Putt #69446	US	US	05	01	entertainment	04/2019	2015-12-06	2015-12-06	419	419	5987	REVERSAL	0.0		2059.55				0.0			0.0	298.1500000000001
2740	889484437	889484437	20000.0	8082.63	2016-03-14 23:52:17	54.66	alibaba.com	US	US	02	01	online_retail	02/2029	2014-06-08	2016-01-09	220	220	9795	REVERSAL	1.0		11917.37				0.0			0.0	54.66000000000167
2758	889484437	889484437	20000.0	6845.84	2016-12-16 03:23:32	71.09	Powerlifting #571972	US	US	09	01	health	07/2027	2014-06-08	2016-11-03	324	324	7054	REVERSAL	0.0		13154.16				0.0			0.0	71.09000000000015
2800	486642705	486642705	1000.0	469.71	2016-02-25 06:10:03	95.67	Auntie Anne's #737323	US	US	09	01	fastfood	10/2030	2010-07-08	2010-07-08	973	973	9957	REVERSAL	0.0		530.29				1.0			0.0	95.66999999999996
2837	242063097	242063097	5000.0	2628.35	2016-12-01 12:28:04	54.76	staples.com	US	US	02	01	online_retail	04/2029	2014-09-03	2014-09-03	570	570	3263	REVERSAL	0.0		2371.65				0.0			0.0	54.76000000000022
2862	498535126	498535126	500.0	194.26	2016-04-07 08:25:47	13.98	ebay.com	US	US	09	01	online_retail	08/2018	2010-05-11	2016-01-09	875	875	1181	REVERSAL	0.0		305.74				0.0			0.0	13.980000000000018
2870	498535126	498535126	500.0	55.52	2016-05-09 16:18:17	141.78	Los Angeles News	US	US	05	01	subscriptions	04/2026	2010-05-11	2016-01-09	875	875	1181	REVERSAL	0.0		444.48				0.0			0.0	141.78000000000003
2940	255529607	255529607	20000.0	19974.57	2016-12-19 14:59:08	25.31	Sunoco Gas #278695	US	US	09	01	fuel	04/2026	2008-10-13	2008-10-13	330	330	1423	PURCHASE	0.0		25.43				1.0			0.0	25.43
2953	620531616	620531616	15000.0	14305.74	2016-12-27 04:48:36	81.84	Ray's Fries #61396	US	US	05	01	food	05/2029	2012-10-01	2012-10-01	517	517	7970	REVERSAL	0.0		694.26				1.0			0.0	81.84000000000003
2973	506579217	506579217	2500.0	2421.27	2016-01-21 03:02:46	78.73	oldnavy.com	US	US	02	01	online_retail	08/2023	2014-11-25	2014-11-25	948	948	5983	REVERSAL	0.0		78.73				0.0			0.0	78.73
2999	851669851	851669851	50000.0	49524.45	2016-02-10 13:04:15	117.08	Universe Massage #763717	US	US	02	08	personal care	01/2025	2013-10-03	2013-10-03	202	202	6398	REVERSAL	0.0		475.55				1.0			0.0	117.07999999999998
3005	851669851	851669851	50000.0	49813.22	2016-06-15 14:09:57	28.9	West End Beauty #317515	US	US	02	01	personal care	05/2029	2013-10-03	2013-10-03	202	202	6398	REVERSAL	0.0		186.78				1.0			0.0	28.900000000000006
3008	851669851	851669851	50000.0	49485.6	2016-07-14 03:59:56	382.78	53rd Spa	US	US	05	01	personal care	02/2029	2013-10-03	2013-10-03	202	202	6398	REVERSAL	0.0		514.4				1.0			0.0	382.78
3021	319564786	319564786	15000.0	14639.81	2016-07-10 23:57:10	284.26	gap.com	US	US	09	01	online_retail	10/2030	2015-05-04	2015-05-04	816	816	8800	REVERSAL	0.0		360.19				0.0			0.0	284.26
3040	229446095	229446095	10000.0	9884.75	2016-02-01 22:25:03	115.25	amazon.com	US	US	02	01	online_retail	08/2024	2012-09-02	2012-09-02	329	329	2316	REVERSAL	0.0		115.25				0.0			0.0	115.25
3042	229446095	229446095	10000.0	8781.99	2016-06-16 08:12:28	36.62	34th Bistro	US	US	05	01	food	10/2030	2012-09-02	2012-09-02	329	329	2316	REVERSAL	0.0		1218.01				1.0			0.0	36.61999999999989
3043	229446095	229446095	10000.0	6158.63	2016-09-18 12:41:27	19.16	ebay.com	US	US	09	01	online_retail	04/2026	2012-09-02	2012-09-02	329	329	2316	REVERSAL	0.0		3841.37				0.0			0.0	19.159999999999854
3064	996034428	996034428	10000.0	9938.45	2016-08-21 14:45:44	53.44	Texas Gas #586667	US	US	05	08	fuel	11/2027	2015-06-01	2015-06-01	258	258	7544	PURCHASE	0.0		61.55				1.0			0.0	61.55
3065	996034428	996034428	10000.0	9946.56	2016-09-19 01:07:29	53.44	Texas Gas #586667	US	US	05	08	fuel	11/2027	2015-06-01	2015-06-01	258	258	7544	PURCHASE	0.0		53.44				1.0			0.0	53.44
3067	996034428	996034428	10000.0	9935.17	2016-11-26 19:25:15	64.93	Texas Gas #586667	US	US	05	08	fuel	11/2027	2015-06-01	2015-06-01	258	258	7544	PURCHASE	0.0		64.83				1.0			0.0	64.83
3085	143143227	143143227	5000.0	4069.8	2016-02-09 19:31:18	67.8	gap.com	US	US	09	01	online_retail	04/2029	2014-10-06	2014-10-06	427	427	8374	REVERSAL	0.0		930.2				0.0			0.0	67.80000000000007
3113	594665393	594665393	50000.0	47641.53	2016-02-13 08:18:44	132.73	53rd Spa	US	US	09	08	personal care	05/2022	2015-02-07	2016-01-22	606	606	8935	REVERSAL	0.0		2358.47				1.0			0.0	132.73000000000002
3126	821245562	821245562	5000.0	4461.93	2016-02-01 08:35:23	34.34	gap.com	US	US	05	08	online_retail	02/2030	2015-06-04	2015-06-04	558	558	8336	REVERSAL	0.0		538.07				0.0			0.0	34.34000000000003
3163	233765798	233765798	20000.0	17971.19	2016-07-22 15:16:39	384.92	Uptown Fries	US	US	05	08	food	12/2023	2013-04-27	2013-04-27	813	813	9896	REVERSAL	0.0		2028.81				1.0			0.0	384.91999999999985
3195	326934441	326934441	7500.0	7382.89	2016-07-06 14:41:38	46.49	McDonalds #814025	US	US	05	01	fastfood	12/2018	2011-11-08	2011-11-08	494	494	9628	REVERSAL	0.0		117.11				1.0			0.0	46.489999999999995
3225	853621681	853621681	20000.0	16171.23	2016-05-12 07:43:37	102.1	KFC #448396	US	US	80	01	fastfood	10/2030	2015-04-23	2015-04-23	374	374	7149	REVERSAL	0.0		3828.77				1.0			0.0	102.09999999999991
3240	860529721	860529721	7500.0	5612.44	2016-03-20 10:18:07	119.83	oldnavy.com	US	US	09	01	online_retail	08/2021	2013-03-24	2013-03-24	797	797	5447	REVERSAL	0.0		1887.56				0.0			0.0	119.82999999999993
3340	772212779	772212779	250.0	109.37	2016-01-30 11:16:21	253.16	Quizno's #235427	US	US	05	01	fastfood	03/2024	2015-12-26	2015-12-26	324	324	6432	REVERSAL	0.0		140.63				1.0			0.0	140.63
3445	772212779	772212779	250.0	96.39	2016-03-08 03:38:14	153.61	Ray's Fries #24425	US	US	09	01	food	10/2031	2015-12-26	2016-02-13	324	324	6432	REVERSAL	0.0		153.61				1.0			0.0	153.61
3482	772212779	772212779	250.0	199.09	2016-03-22 06:11:07	31.48	Subway #595275	US	US	02	01	fastfood	11/2027	2015-12-26	2016-03-15	135	135	6040	REVERSAL	0.0		50.91				1.0			0.0	31.479999999999997
3652	772212779	772212779	250.0	231.88	2016-05-30 09:48:55	13.6	Uptown Fries	US	US	02	01	food	04/2025	2015-12-26	2016-05-20	324	324	6432	REVERSAL	0.0		18.12				1.0			0.0	13.600000000000001
3820	772212779	772212779	250.0	92.82	2016-08-05 21:30:21	115.64	Domino's Pizza #530652	US	US	05	08	fastfood	10/2025	2015-12-26	2016-08-04	773	773	9056	REVERSAL	0.0		157.18				1.0			0.0	115.64000000000001
4001	772212779	772212779	250.0	242.9	2016-10-18 06:26:40	7.67	Franks Pub #960098	US	US	05	01	food	07/2026	2015-12-26	2016-10-14	324	324	6432	REVERSAL	0.0		7.1				1.0			0.0	7.1
4007	772212779	772212779	250.0	50.04	2016-10-21 07:37:58	61.68	Subway #685525	US	US	05	01	fastfood	05/2023	2015-12-26	2016-10-14	135	135	6040	REVERSAL	0.0		199.96				1.0			0.0	61.68000000000001
4022	772212779	772212779	250.0	131.37	2016-10-27 17:54:14	441.53	Franks Pub #960098	US	US	02	01	food	03/2023	2015-12-26	2016-10-14	773	773	9056	PURCHASE	0.0		118.63				1.0			0.0	118.63
4098	772212779	772212779	250.0	83.05	2016-11-28 21:26:05	108.71	Wendys #123727	US	US	05	01	fastfood	01/2029	2015-12-26	2016-10-14	773	773	9056	REVERSAL	0.0		166.95				0.0			0.0	108.70999999999998
4155	772212779	772212779	250.0	121.51	2016-12-20 02:05:25	128.49	34th Bistro	US	US	02	01	food	06/2025	2015-12-26	2016-10-14	135	135	6040	REVERSAL	0.0		128.49				1.0			0.0	128.49
4184	585001940	585001940	7500.0	6564.59	2016-01-17 23:09:11	40.55	ashleyfurniture.com	US	US	05	01	furniture	10/2023	2015-04-02	2015-04-02	385	385	4743	REVERSAL	0.0		935.41				1.0			0.0	40.549999999999955
4191	585001940	585001940	7500.0	3910.5	2016-05-26 18:46:33	306.88	williamssonoma.com	US	US	05	01	furniture	04/2028	2015-04-02	2015-04-02	385	385	4743	REVERSAL	0.0		3589.5				1.0			0.0	306.8800000000001
4196	585001940	585001940	7500.0	5985.14	2016-08-11 03:44:45	186.37	Wayfair.com	US	US	05	01	furniture	05/2023	2015-04-02	2015-04-02	385	385	4743	REVERSAL	0.0		1514.86				1.0			0.0	186.3699999999999
4211	200019840	200019840	7500.0	7390.94	2016-12-09 04:00:35	109.06	Subway #919336	US	US	02	01	fastfood	02/2030	2014-12-30	2014-12-30	226	226	4984	REVERSAL	0.0		109.06				1.0			0.0	109.06
4287	559699726	559699726	7500.0	4873.26	2016-11-27 20:22:16	162.96	Lyft	US	US	02	01	rideshare	08/2025	2013-04-10	2016-01-11	225	225	9561	REVERSAL	0.0		2626.74				0.0			0.0	162.95999999999958
4289	559699726	559699726	7500.0	4715.94	2016-12-14 12:53:18	86.61	Uber	US	US	02	08	rideshare	01/2030	2013-04-10	2016-01-11	225	225	9561	REVERSAL	0.0		2784.06				0.0			0.0	86.61000000000013
4330	240610755	240610755	500.0	188.13	2016-08-07 10:57:46	41.91	Uptown Cafe	US	US	09	01	food	06/2018	2013-07-21	2013-07-21	716	716	9882	REVERSAL	0.0		311.87				1.0			0.0	41.910000000000025
4380	132245147	132245147	1000.0	130.67	2016-06-07 23:37:34	211.41	AMC #706324	US	US	05	01	entertainment	10/2029	2013-05-14	2013-05-14	105	105	894	REVERSAL	0.0		869.33				1.0			0.0	211.41000000000008
4444	687178264	687178264	5000.0	4964.16	2016-07-03 02:30:42	35.84	Dinosaur Sandwitch Bar #303701	US	US	02	01	food	08/2027	2015-10-21	2015-10-21	510	510	7663	REVERSAL	0.0		35.84				1.0			0.0	35.84
4452	383028435	383028435	15000.0	13763.25	2016-04-06 08:05:30	248.59	Rodeway Inn #624300	US	US	02	01	hotels	07/2026	2015-11-02	2015-11-02	805	805	5391	REVERSAL	0.0		1236.75				1.0			0.0	248.59000000000003
4453	383028435	383028435	15000.0	11095.26	2016-04-18 05:43:29	254.52	Hilton Hotels #497794	US	US	09	08	hotels	11/2025	2015-11-02	2015-11-02	805	805	5391	REVERSAL	0.0		3904.74				1.0			0.0	254.51999999999998
4465	383028435	383028435	15000.0	12925.46	2016-09-10 06:01:52	22.3	Renaissance Hotel #942732	US	US	09	01	hotels	05/2024	2015-11-02	2015-11-02	805	805	5391	REVERSAL	0.0		2074.54				1.0			0.0	22.300000000000182
4466	383028435	383028435	15000.0	12276.5	2016-09-15 03:54:57	35.97	Renaissance Hotel #269118	US	US	05	01	hotels	09/2018	2015-11-02	2015-11-02	805	805	5391	REVERSAL	0.0		2723.5				0.0			0.0	35.9699999999998
4474	383028435	383028435	15000.0	13165.58	2016-12-13 16:59:29	125.77	Hyatt House #770440	US	US	05	01	hotels	01/2029	2015-11-02	2015-11-02	805	805	5391	REVERSAL	0.0		1834.42				0.0			0.0	125.76999999999998
4483	600385112	600385112	5000.0	2896.0	2016-01-21 05:31:19	160.15	Uber	US	US	09	01	rideshare	11/2021	2014-07-17	2014-07-17	428	428	4307	REVERSAL	0.0		2104.0				0.0			0.0	160.1500000000001
4484	600385112	600385112	5000.0	2564.25	2016-01-23 21:09:35	24.68	American Airlines	US	US	02	01	airline	03/2020	2014-07-17	2014-07-17	342	342	8582	REVERSAL	0.0		2435.75				0.0			0.0	24.679999999999836
4495	600385112	600385112	5000.0	3682.51	2016-03-20 00:07:23	8.68	Uber	US	US	09	01	rideshare	10/2019	2014-07-17	2014-07-17	428	428	4307	REVERSAL	0.0		1317.49				0.0			0.0	8.680000000000064
4516	600385112	600385112	5000.0	2098.26	2016-08-08 12:29:48	539.33	staples.com	US	US	05	01	online_retail	12/2031	2014-07-17	2016-07-19	428	428	4307	REVERSAL	0.0		2901.74				0.0			0.0	539.3299999999999
4527	600385112	600385112	5000.0	962.91	2016-11-12 20:22:12	66.78	sears.com	US	US	02	01	online_retail	03/2028	2014-07-17	2016-07-19	428	428	4307	REVERSAL	0.0		4037.09				0.0			0.0	66.7800000000002
4528	600385112	600385112	5000.0	828.31	2016-11-13 09:22:18	124.03	target.com	US	US	05	01	online_retail	10/2029	2014-07-17	2016-07-19	342	342	8582	REVERSAL	0.0		4171.69				0.0			0.0	124.02999999999975
4530	600385112	600385112	5000.0	1511.79	2016-11-18 23:19:52	71.16	amazon.com	US	US	02	01	online_retail	11/2028	2014-07-17	2016-11-18	428	428	4307	REVERSAL	0.0		3488.21				0.0			0.0	71.15999999999985
4548	111279021	111279021	2500.0	1595.1	2016-08-01 22:42:35	318.8	AMC #191138	US	US	09	01	entertainment	09/2026	2015-11-21	2015-11-21	718	718	7553	REVERSAL	0.0		904.9				1.0			0.0	318.79999999999995
4586	917297797	917297797	5000.0	1467.11	2016-08-02 03:19:45	16.52	walmart.com	US	US	05	01	online_retail	07/2024	2014-08-10	2014-08-10	830	830	3917	REVERSAL	0.0		3532.89				0.0			0.0	16.519999999999982
4602	641946363	641946363	2500.0	2407.53	2016-02-08 13:31:01	92.47	EZ Putt Putt #40513	US	US	05	08	entertainment	06/2024	2015-09-18	2015-09-18	185	185	9029	REVERSAL	0.0		92.47				1.0			0.0	92.47
4603	641946363	641946363	2500.0	1953.44	2016-02-10 19:54:00	168.62	AMC #724446	US	US	05	01	entertainment	06/2031	2015-09-18	2015-09-18	185	185	9029	REVERSAL	0.0		546.56				1.0			0.0	168.61999999999995
4624	623059890	623059890	5000.0	4889.93	2016-01-08 06:46:55	87.32	AMC #606218	US	US	09	01	entertainment	01/2027	2007-11-10	2007-11-10	397	397	1634	REVERSAL	0.0		110.07				1.0			0.0	87.32
4656	326545556	326545556	7500.0	3562.37	2016-08-10 04:28:49	111.33	Quizno's #714690	MEX	MEX	02	01	fastfood	03/2023	2015-07-24	2016-08-06	301	301	6527	REVERSAL	0.0		3937.63				1.0			0.0	111.32999999999993
4658	326545556	326545556	7500.0	3801.45	2016-08-19 23:05:24	116.26	KFC #760509	US	US	05	01	fastfood	11/2020	2015-07-24	2016-08-06	301	301	6527	REVERSAL	0.0		3698.55				1.0			0.0	116.26000000000022
4665	326545556	326545556	7500.0	951.48	2016-10-25 20:21:16	90.93	Quizno's #906442	US	US	05	01	fastfood	07/2025	2015-07-24	2016-08-06	301	301	6527	REVERSAL	0.0		6548.52				1.0			0.0	90.93000000000029
4669	326545556	326545556	7500.0	2583.04	2016-11-18 07:12:31	93.32	Arbys #332223	US	US	05	01	fastfood	01/2028	2015-07-24	2016-08-06	301	301	6527	REVERSAL	0.0		4916.96				1.0			0.0	93.31999999999971
4700	370802346	370802346	5000.0	2430.61	2016-01-20 11:08:57	149.31	Dunkin' Donuts #312136	US	US	05	08	fastfood	08/2023	2013-08-19	2013-08-19	128	128	3854	REVERSAL	0.0		2569.39				1.0			0.0	149.30999999999995
4705	370802346	370802346	5000.0	1602.0	2016-02-24 15:38:18	167.46	KFC #689030	US	US	05	08	fastfood	10/2022	2013-08-19	2013-08-19	128	128	3854	REVERSAL	0.0		3398.0				0.0			0.0	167.46000000000004
4707	370802346	370802346	5000.0	2831.27	2016-03-17 17:38:43	74.83	Popeyes #67379	US	US	05	08	fastfood	07/2019	2013-08-19	2013-08-19	128	128	3854	REVERSAL	0.0		2168.73				1.0			0.0	74.82999999999993
4715	370802346	370802346	5000.0	2413.46	2016-06-07 15:51:41	252.45	Lyft	US	US	90	01	rideshare	05/2027	2013-08-19	2013-08-19	128	128	3854	REVERSAL	0.0		2586.54				0.0			0.0	252.44999999999982
4717	370802346	370802346	5000.0	2266.42	2016-06-19 02:02:25	244.37	Uber	US	US	09	01	rideshare	04/2023	2013-08-19	2013-08-19	735	735	1284	REVERSAL	0.0		2733.58				0.0			0.0	244.3699999999999
4720	370802346	370802346	5000.0	2938.18	2016-08-13 04:17:40	53.97	Merchants Tire	US	US	09	01	auto	04/2019	2013-08-19	2013-08-19	735	735	1284	REVERSAL	0.0		2061.82				1.0			0.0	53.970000000000255
4771	817417193	817417193	1000.0	514.61	2016-05-12 13:41:08	15.58	AMC #79863	US	US	09	01	entertainment	03/2026	2007-01-17	2016-05-02	562	562	575	REVERSAL	0.0		485.39				1.0			1.0	15.579999999999984
4789	817417193	817417193	1000.0	529.48	2016-08-07 21:56:03	53.23	apple.com	US	US	05	01	online_retail	04/2029	2007-01-17	2016-05-02	562	562	575	REVERSAL	0.0		470.52				0.0			0.0	53.22999999999996
4813	817417193	817417193	1000.0	888.31	2016-11-28 10:38:55	80.76	amazon.com	US	US	05	01	online_retail	06/2026	2007-01-17	2016-09-15	562	562	575	REVERSAL	0.0		111.69				0.0			0.0	80.75999999999999
4843	847775270	847775270	5000.0	4889.39	2016-06-01 02:33:47	110.61	gap.com	US	US	02	01	online_retail	11/2023	2011-12-24	2011-12-24	181	181	6240	REVERSAL	0.0		110.61				0.0			0.0	110.61
4852	277695654	277695654	5000.0	3270.79	2016-04-03 09:47:54	191.5	Washington News	US	US	02	01	subscriptions	06/2028	2015-08-13	2015-08-13	840	840	1400	REVERSAL	0.0		1729.21				0.0			0.0	191.5
4857	277695654	277695654	5000.0	2243.16	2016-10-14 02:41:50	143.92	Chicago News	US	US	02	01	subscriptions	08/2031	2015-08-13	2015-08-13	840	840	1400	REVERSAL	0.0		2756.84				0.0			0.0	143.92000000000007
4866	731926026	731926026	15000.0	2714.57	2016-05-04 04:55:52	706.54	Uber	US	US	05	01	rideshare	04/2028	2015-12-31	2015-12-31	454	454	3501	REVERSAL	0.0		12285.43				0.0			0.0	706.5400000000009
4869	731926026	731926026	15000.0	4242.84	2016-06-05 18:20:01	237.76	staples.com	US	US	02	01	online_retail	01/2023	2015-12-31	2015-12-31	205	205	1608	REVERSAL	0.0		10757.16				0.0			0.0	237.76000000000022
4873	731926026	731926026	15000.0	13199.96	2016-07-06 21:13:41	41.71	cheapfast.com	US	US	90	08	online_retail	12/2029	2015-12-31	2015-12-31	205	205	1608	REVERSAL	0.0		1800.04				0.0			0.0	41.710000000000036
4876	731926026	731926026	15000.0	3462.98	2016-08-22 15:17:34	376.35	Lyft	US	US	09	01	rideshare	06/2029	2015-12-31	2015-12-31	454	454	3501	REVERSAL	0.0		11537.02				0.0			0.0	376.35000000000036
4889	731926026	731926026	15000.0	9897.82	2016-12-27 19:20:03	0.06	Lyft	US	US	02	01	rideshare	09/2018	2015-12-31	2015-12-31	352	352	9906	REVERSAL	0.0		5102.18				0.0			0.0	0.06000000000040018
4902	707005463	707005463	5000.0	2391.14	2016-04-01 16:50:58	242.61	Uber	US	US	05	01	rideshare	07/2022	2015-07-26	2015-07-26	861	861	1005	REVERSAL	0.0		2608.86				0.0			0.0	242.61000000000013
4915	928620486	928620486	10000.0	9731.26	2016-01-28 16:57:08	268.74	Blue Mountain eCards	US	US	09	01	online_gifts	01/2030	2013-11-23	2013-11-23	406	406	5671	REVERSAL	0.0		268.74				0.0			0.0	268.74
4925	149206121	149206121	15000.0	11956.56	2016-09-28 01:12:47	0.58	apple.com	US	US	02	01	online_retail	03/2020	2011-07-30	2011-07-30	114	114	6379	REVERSAL	0.0		3043.44				0.0			0.0	0.5799999999999272
4926	149206121	149206121	15000.0	11004.76	2016-10-14 00:17:33	75.5	target.com	US	US	05	01	online_retail	11/2028	2011-07-30	2011-07-30	114	114	6379	REVERSAL	0.0		3995.24				0.0			0.0	75.5
4938	783122633	783122633	10000.0	2930.9	2016-01-18 15:15:45	3.4	In-N-Out #219480	US	US	90	08	fastfood	01/2023	2014-01-13	2014-01-13	963	963	4639	REVERSAL	0.0		7069.1				1.0			0.0	3.4000000000005457
4943	783122633	783122633	10000.0	9210.67	2016-03-04 02:01:32	54.99	Wendys #940261	US	US	02	01	fastfood	06/2018	2014-01-13	2014-01-13	963	963	4639	REVERSAL	0.0		789.33				1.0			0.0	54.99000000000001
