	accountNumber	customerId	creditLimit	availableMoney	transactionDateTime	transactionAmount	merchantName	acqCountry	merchantCountryCode	posEntryMode	posConditionCode	merchantCategoryCode	currentExpDate	accountOpenDate	dateOfLastAddressChange	cardCVV	enteredCVV	cardLast4Digits	transactionType	isFraud	echoBuffer	currentBalance	merchantCity	merchantState	merchantZip	cardPresent	posOnPremises	recurringAuthInd	expirationDateKeyInMatch	currentBalanceDiff	transactionAmountDiff
627	416214694	416214694	5000.0	4671.82	2016-03-02 22:59:08	7.48	sears.com	US	US	05	01	online_retail	06/2018	2015-02-07	2015-02-07	476	476	7397	PURCHASE	0.0		328.18				0.0			0.0	7.480000000000018	0.0
641	321360822	321360822	2500.0	967.14	2016-05-07 14:50:15	62.86	West End Beauty #02340	US	US	02	08	personal care	12/2019	2014-01-24	2014-01-24	519	519	198	PURCHASE	0.0		1532.86				1.0			0.0	62.8599999999999	0.0
644	321360822	321360822	2500.0	1373.31	2016-09-18 13:06:32	232.03	Universe Massage #27014	US	US	05	01	personal care	02/2023	2014-01-24	2014-01-24	519	519	198	PURCHASE	0.0		1126.69				1.0			0.0	232.0300000000001	0.0
645	940978054	940978054	5000.0	1926.69	2016-02-16 12:00:26	5.81	Regal Cinemas #729464	US	US	02	01	entertainment	10/2018	2014-08-15	2014-08-15	718	718	7367	PURCHASE	0.0		3073.31				1.0			0.0	5.809999999999945	0.0
666	233765798	233765798	20000.0	19861.7	2016-07-01 02:51:55	138.3	1st Sandwitch Bar #941288	US	US	05	08	food	10/2020	2013-04-27	2013-04-27	813	813	9896	PURCHASE	0.0		138.3				1.0			0.0	138.3	0.0
668	233765798	233765798	20000.0	19778.05	2016-10-04 22:35:22	158.94	apple.com	US	US	02	01	online_retail	12/2022	2013-04-27	2013-04-27	813	813	9896	PURCHASE	0.0		221.95				0.0			0.0	158.94	0.0
669	304234158	304234158	20000.0	18567.07	2016-03-28 09:38:47	110.37	sears.com	US	US	02	01	online_retail	05/2020	2015-08-03	2015-08-03	161	161	2046	PURCHASE	0.0		1432.93				0.0			0.0	110.37000000000012	0.0
685	860529721	860529721	7500.0	7221.0	2016-02-07 03:57:35	188.51	Blue Mountain Online Services	US	US	09	08	online_gifts	11/2018	2013-03-24	2013-03-24	797	797	5447	PURCHASE	0.0		279.0				0.0			0.0	188.51	0.0
687	860529721	860529721	7500.0	6877.5	2016-11-24 13:34:00	228.2	ebay.com	US	US	05	01	online_retail	03/2020	2013-03-24	2013-03-24	797	797	5447	PURCHASE	0.0		622.5				0.0			0.0	228.2	0.0
693	772212779	772212779	250.0	166.76	2016-02-03 07:13:26	25.02	Hardee's #102912	US	US	09	08	fastfood	04/2026	2015-12-26	2015-12-26	773	773	9056	PURCHASE	0.0		83.24				1.0			0.0	25.019999999999996	0.0
697	772212779	772212779	250.0	52.44	2016-02-18 20:38:20	614.22	South BBQ	US	US	05	08	food	10/2023	2015-12-26	2016-02-13	324	324	6432	PURCHASE	0.0		197.56				1.0			0.0	139.42000000000002	0.0
698	772212779	772212779	250.0	17.25	2016-02-19 12:10:58	164.86	1st Sandwitch Bar #758805	US	US	05	01	food	02/2030	2015-12-26	2016-02-13	135	135	6040	PURCHASE	0.0		232.75				1.0			0.0	32.19999999999999	0.0
709	772212779	772212779	250.0	247.46	2016-07-04 14:19:31	379.25	Franks Pub #755509	US	US	09	01	food	08/2018	2015-12-26	2016-05-20	324	324	6432	PURCHASE	0.0		2.54				1.0			0.0	2.54	0.0
711	772212779	772212779	250.0	130.19	2016-07-21 10:16:38	76.58	Ray's Fries #745083	US	US	05	08	food	03/2023	2015-12-26	2016-05-20	324	324	6432	PURCHASE	0.0		119.81				1.0			0.0	-97.0	0.0
714	772212779	772212779	250.0	135.63	2016-08-04 05:32:21	119.36	Ray's Fries #153092	US	US	09	01	food	07/2027	2015-12-26	2016-05-20	773	773	9056	PURCHASE	0.0		114.37				1.0			0.0	-63.19	0.0
719	772212779	772212779	250.0	181.57	2016-09-01 11:22:55	18.83	Best Deli #316476	US	US	05	01	food	12/2020	2015-12-26	2016-08-23	324	324	6432	PURCHASE	0.0		68.43				1.0			0.0	18.830000000000005	0.0
720	772212779	772212779	250.0	170.69	2016-09-08 05:14:30	22.36	Ray's Fries #61396	US	US	90	01	food	03/2025	2015-12-26	2016-08-23	324	324	6432	PURCHASE	0.0		79.31				0.0			0.0	22.36	0.0
722	772212779	772212779	250.0	207.7	2016-09-10 15:04:59	20.82	In-N-Out #39952	US	US	05	01	fastfood	05/2025	2015-12-26	2016-08-23	324	324	6432	PURCHASE	0.0		42.3				1.0			0.0	20.819999999999997	0.0
746	585001940	585001940	7500.0	3424.14	2016-04-28 07:45:03	26.41	Raymour Flanigan	US	US	05	01	furniture	06/2024	2015-04-02	2015-04-02	385	385	4743	PURCHASE	0.0		4075.86				1.0			0.0	26.41000000000031	0.0
754	622452228	622452228	20000.0	19940.77	2016-02-04 08:39:29	59.23	Uber	US	US	02	01	rideshare	02/2022	2013-08-10	2013-08-10	908	908	6695	PURCHASE	0.0		59.23				0.0			0.0	59.23	0.0
771	559699726	559699726	7500.0	2317.57	2016-08-11 12:03:08	98.53	Uber	US	US	05	01	rideshare	10/2030	2013-04-10	2016-01-11	225	225	9561	PURCHASE	0.0		5182.43				0.0			0.0	98.53000000000065	0.0
778	578996933	578996933	7500.0	6838.49	2016-11-19 00:53:59	51.21	discount.com	US	US	05	01	online_retail	10/2020	2015-10-01	2016-11-06	889	889	8763	PURCHASE	0.0		661.51				0.0			0.0	51.210000000000036	0.0
786	132245147	132245147	1000.0	472.32	2016-01-29 03:45:39	106.13	discount.com	US	US	02	08	online_retail	12/2031	2013-05-14	2013-05-14	105	105	894	PURCHASE	0.0		527.68				0.0			0.0	106.12999999999994	0.0
789	132245147	132245147	1000.0	695.37	2016-02-24 23:28:25	152.96	walmart.com	US	US	09	01	online_retail	01/2027	2013-05-14	2013-05-14	105	105	894	PURCHASE	0.0		304.63				0.0			0.0	152.96	0.0
795	132245147	132245147	1000.0	310.98	2016-10-04 04:18:06	89.85	EZ Putt Putt #551896	US	US	09	01	entertainment	11/2018	2013-05-14	2016-09-11	105	105	894	PURCHASE	0.0		689.02				1.0			0.0	89.85000000000002	0.0
803	383028435	383028435	15000.0	10393.45	2016-09-21 12:44:23	27.07	Renaissance Hotel #450302	US	US	02	01	hotels	11/2031	2015-11-02	2015-11-02	805	805	5391	PURCHASE	0.0		4606.55				1.0			0.0	27.07000000000062	0.0
805	180833516	180833516	20000.0	19761.05	2016-02-08 11:16:19	41.83	Ray's Fries #24425	US	US	05	01	food	02/2030	2014-08-21	2014-08-21	233	233	6152	PURCHASE	0.0		238.95				1.0			0.0	41.829999999999984	0.0
806	180833516	180833516	20000.0	19719.22	2016-02-08 11:18:12	41.83	Ray's Fries #24425	US	US	05	01	food	02/2030	2014-08-21	2014-08-21	233	233	6152	PURCHASE	0.0		280.78				1.0			0.0	41.829999999999984	0.0
807	600385112	600385112	5000.0	3056.15	2016-01-21 05:29:47	160.15	Uber	US	US	09	01	rideshare	11/2021	2014-07-17	2014-07-17	428	428	4307	PURCHASE	0.0		1943.85				0.0			0.0	160.14999999999986	0.0
813	600385112	600385112	5000.0	2222.92	2016-10-07 23:26:33	96.98	staples.com	US	US	05	08	online_retail	10/2028	2014-07-17	2016-07-19	428	428	4307	PURCHASE	0.0		2777.08				0.0			0.0	96.98000000000002	0.0
817	600385112	600385112	5000.0	2896.51	2016-12-10 01:28:58	20.16	Uber	US	US	09	01	rideshare	05/2028	2014-07-17	2016-11-18	428	428	4307	PURCHASE	0.0		2103.49				0.0			0.0	20.159999999999854	0.0
820	111279021	111279021	2500.0	1635.82	2016-08-06 02:02:30	54.78	AMC #145832	US	US	09	01	entertainment	01/2029	2015-11-21	2015-11-21	718	718	7553	PURCHASE	0.0		864.18				1.0			0.0	54.77999999999997	0.0
828	917297797	917297797	5000.0	1631.33	2016-05-01 09:12:14	132.38	cheapfast.com	US	US	05	01	online_retail	08/2022	2014-08-10	2014-08-10	830	830	3917	PURCHASE	0.0		3368.67				0.0			0.0	132.3800000000001	0.0
829	917297797	917297797	5000.0	1140.49	2016-05-12 20:14:28	121.92	oldnavy.com	US	US	09	01	online_retail	02/2019	2014-08-10	2014-08-10	830	830	3917	PURCHASE	0.0		3859.51				0.0			0.0	121.92000000000007	0.0
845	416387792	416387792	15000.0	14615.73	2016-03-07 04:51:50	118.15	Lyft	US	US	02	01	rideshare	01/2022	2015-11-21	2015-11-21	891	891	4252	PURCHASE	0.0		384.27				0.0			0.0	118.14999999999998	0.0
875	309691723	309691723	7500.0	7456.98	2016-02-26 22:42:16	43.02	walmart.com	US	US	90	01	online_retail	12/2029	2015-03-10	2015-03-10	747	747	6903	PURCHASE	0.0		43.02				0.0			0.0	43.02	0.0
882	623059890	623059890	5000.0	1000.83	2016-03-27 14:41:20	25.56	AMC #79863	US	US	05	01	entertainment	03/2025	2007-11-10	2007-11-10	397	397	1634	PURCHASE	0.0		3999.17				1.0			0.0	25.559999999999945	0.0
885	326545556	326545556	7500.0	3136.69	2016-01-21 09:28:04	364.26	Wendys #663947	US	US	90	01	fastfood	11/2030	2015-07-24	2015-07-24	301	301	6527	PURCHASE	1.0		4363.31				1.0			0.0	364.2600000000002	0.0
887	326545556	326545556	7500.0	3915.47	2016-05-01 05:32:01	43.0	Hardee's #852712	US	US	05	01	fastfood	05/2030	2015-07-24	2015-07-24	301	301	6527	PURCHASE	0.0		3584.53				1.0			0.0	43.0	0.0
888	326545556	326545556	7500.0	2438.83	2016-05-03 04:40:18	277.91	In-N-Out #152281	US	US	02	01	fastfood	07/2026	2015-07-24	2015-07-24	301	301	6527	PURCHASE	0.0		5061.17				1.0			0.0	277.90999999999985	0.0
889	326545556	326545556	7500.0	856.81	2016-05-29 21:00:00	317.29	Quizno's #749586	US	US	05	01	fastfood	01/2023	2015-07-24	2015-07-24	301	301	6527	PURCHASE	0.0		6643.19				1.0			0.0	317.28999999999996	0.0
890	326545556	326545556	7500.0	1489.99	2016-08-02 15:08:38	166.94	Dunkin' Donuts #323125	US	US	09	01	fastfood	02/2023	2015-07-24	2015-07-24	301	301	6527	PURCHASE	0.0		6010.01				1.0			0.0	-984.7299999999996	0.0
892	326545556	326545556	7500.0	1108.81	2016-08-15 05:48:45	117.64	Subway #257172	US	US	05	01	fastfood	04/2029	2015-07-24	2016-08-06	301	301	6527	PURCHASE	0.0		6391.19				1.0			0.0	117.63999999999942	0.0
898	326545556	326545556	7500.0	986.35	2016-11-30 19:14:34	237.06	Subway #388513	US	US	05	01	fastfood	01/2027	2015-07-24	2016-08-06	301	301	6527	PURCHASE	0.0		6513.65				1.0			0.0	237.0599999999995	0.0
908	370802346	370802346	5000.0	1769.46	2016-02-24 15:38:08	167.46	KFC #689030	US	US	05	08	fastfood	10/2022	2013-08-19	2013-08-19	128	128	3854	PURCHASE	0.0		3230.54				0.0			0.0	-1370.13	0.0
911	370802346	370802346	5000.0	2730.68	2016-05-30 05:57:56	116.93	Wendys #436638	US	US	05	01	fastfood	02/2031	2013-08-19	2013-08-19	128	128	3854	PURCHASE	0.0		2269.32				1.0			0.0	116.93000000000029	0.0
913	370802346	370802346	5000.0	1629.67	2016-06-11 19:34:22	213.59	Domino's Pizza #144095	US	US	09	01	fastfood	07/2029	2013-08-19	2013-08-19	735	735	1284	PURCHASE	0.0		3370.33				1.0			0.0	213.59000000000015	0.0
916	370802346	370802346	5000.0	2553.27	2016-08-14 13:24:04	269.71	Uber	US	US	05	01	rideshare	11/2030	2013-08-19	2013-08-19	735	735	1284	PURCHASE	0.0		2446.73				0.0			0.0	269.71000000000004	0.0
918	423115889	423115889	5000.0	4193.1	2016-01-25 22:52:51	309.05	Mobile eCards	US	US	05	01	online_gifts	04/2031	2015-05-19	2015-05-19	817	817	510	PURCHASE	0.0		806.9				0.0			0.0	309.04999999999995	0.0
919	983714975	983714975	15000.0	12484.16	2016-05-19 03:50:28	64.26	AMC #128743	US	US	09	01	entertainment	02/2021	2014-10-26	2016-05-13	211	211	9757	PURCHASE	0.0		2515.84				1.0			0.0	64.26000000000022	0.0
920	817417193	817417193	1000.0	809.01	2016-01-29 01:08:07	52.98	amazon.com	US	US	80	01	online_retail	11/2023	2007-01-17	2016-01-12	562	562	575	PURCHASE	0.0		190.99				0.0			0.0	52.98000000000002	0.0
921	817417193	817417193	1000.0	341.51	2016-02-08 10:09:26	178.34	amazon.com	US	US	09	01	online_retail	08/2029	2007-01-17	2016-01-12	562	562	575	PURCHASE	0.0		658.49				0.0			0.0	178.34000000000003	0.0
922	817417193	817417193	1000.0	967.89	2016-03-26 19:21:43	352.41	Arbys #416755	US	US	05	01	fastfood	12/2026	2007-01-17	2016-01-12	562	562	575	PURCHASE	0.0		32.11				1.0			0.0	-659.77	0.0
924	817417193	817417193	1000.0	530.19	2016-05-12 13:42:29	15.58	AMC #79863	US	US	09	01	entertainment	03/2026	2007-01-17	2016-05-02	562	562	575	PURCHASE	0.0		469.81				1.0			1.0	-15.579999999999984	0.0
925	817417193	817417193	1000.0	722.92	2016-06-03 15:44:21	18.78	apple.com	US	US	05	01	online_retail	06/2023	2007-01-17	2016-05-02	562	562	575	PURCHASE	0.0		277.08				0.0			0.0	18.779999999999973	0.0
929	920076052	920076052	5000.0	1074.69	2016-11-13 11:27:26	535.11	Franks Deli	US	US	05	01	food	04/2019	2014-12-27	2016-09-30	606	606	137	PURCHASE	0.0		3925.31				1.0			0.0	535.1100000000001	0.0
933	847775270	847775270	5000.0	4606.66	2016-04-23 03:06:18	77.03	walmart.com	US	US	09	01	online_retail	08/2023	2011-12-24	2011-12-24	615	615	7078	PURCHASE	0.0		393.34				0.0			0.0	77.02999999999997	0.0
935	847775270	847775270	5000.0	4757.28	2016-07-01 21:55:56	242.72	gap.com	US	US	09	01	online_retail	10/2028	2011-12-24	2011-12-24	181	181	6240	PURCHASE	0.0		242.72				0.0			0.0	242.72	0.0
939	731926026	731926026	15000.0	4921.18	2016-04-30 05:56:37	674.69	target.com	US	US	09	01	online_retail	04/2022	2015-12-31	2015-12-31	454	454	3501	PURCHASE	0.0		10078.82				0.0			0.0	674.6900000000005	0.0
944	731926026	731926026	15000.0	3597.53	2016-06-11 16:14:55	241.71	Lyft	US	US	02	01	rideshare	04/2021	2015-12-31	2015-12-31	205	205	1608	PURCHASE	0.0		11402.47				0.0			0.0	241.70999999999913	0.0
948	731926026	731926026	15000.0	13789.62	2016-09-12 17:19:09	414.83	apple.com	US	US	09	01	online_retail	03/2024	2015-12-31	2015-12-31	454	454	3501	PURCHASE	0.0		1210.38				0.0			0.0	414.83000000000015	0.0
949	731926026	731926026	15000.0	12908.3	2016-09-16 15:08:43	87.8	Uber	US	US	02	08	rideshare	06/2029	2015-12-31	2015-12-31	454	454	3501	PURCHASE	0.0		2091.7				0.0			0.0	87.79999999999973	0.0
950	731926026	731926026	15000.0	1574.14	2016-12-02 11:20:22	114.81	Uber	US	US	02	01	rideshare	10/2028	2015-12-31	2015-12-31	454	454	3501	PURCHASE	0.0		13425.86				0.0			0.0	114.81000000000131	0.0
953	707005463	707005463	5000.0	3577.76	2016-02-22 10:04:33	616.21	Dallas Journal	US	US	02	01	subscriptions	11/2027	2015-07-26	2015-07-26	861	861	1005	PURCHASE	1.0		1422.24				0.0			0.0	616.21	0.0
966	783122633	783122633	10000.0	9373.2	2016-04-03 23:28:22	26.46	In-N-Out #322608	US	US	09	01	fastfood	01/2024	2014-01-13	2014-01-13	963	963	4639	PURCHASE	0.0		626.8				1.0			0.0	26.459999999999923	0.0
967	783122633	783122633	10000.0	9346.74	2016-04-03 23:30:20	26.46	In-N-Out #322608	US	US	09	01	fastfood	01/2024	2014-01-13	2014-01-13	963	963	4639	PURCHASE	0.0		653.26				1.0			0.0	26.460000000000036	0.0
968	783122633	783122633	10000.0	8547.05	2016-04-04 20:14:47	11.0	In-N-Out #650793	US	US	09	01	fastfood	12/2025	2014-01-13	2014-01-13	963	163	4639	PURCHASE	0.0		1452.95				1.0			0.0	11.0	0.0
973	783122633	783122633	10000.0	9164.82	2016-12-04 17:42:16	35.03	Dunkin' Donuts #675592	US	US	05	01	fastfood	12/2027	2014-01-13	2016-04-11	963	963	4639	PURCHASE	0.0		835.18				1.0			0.0	35.02999999999997	0.0
981	472199821	472199821	1000.0	960.84	2016-06-29 18:07:38	20.51	sears.com	US	US	02	08	online_retail	02/2020	2015-05-25	2016-04-07	458	458	1300	PURCHASE	0.0		39.16				0.0			0.0	20.509999999999998	0.0
983	472199821	472199821	1000.0	283.31	2016-10-03 01:34:15	2.2	cheapfast.com	US	US	09	08	online_retail	07/2025	2015-05-25	2016-04-07	458	458	1300	PURCHASE	0.0		716.69				0.0			0.0	2.2000000000000455	0.0
985	472199821	472199821	1000.0	624.12	2016-11-26 21:15:29	300.88	EZ Putt Putt #804489	US	US	05	01	entertainment	07/2024	2015-05-25	2016-04-07	458	458	1300	PURCHASE	0.0		375.88				1.0			0.0	300.88	0.0
986	829294487	829294487	5000.0	4999.02	2016-01-03 00:30:27	0.98	apple.com	US	US	02	01	online_retail	02/2020	2013-05-24	2013-05-24	597	597	8531	PURCHASE	0.0		0.98				0.0			0.0	0.98	0.0
989	742927928	742927928	5000.0	2052.93	2016-01-26 16:02:52	255.41	AMC #191138	US	US	09	01	entertainment	03/2022	2007-07-11	2016-01-12	830	830	6392	PURCHASE	0.0		2947.07				1.0			0.0	255.4100000000003	0.0
991	742927928	742927928	5000.0	3472.74	2016-02-14 20:23:37	152.49	AMC #191138	US	US	09	08	entertainment	10/2023	2007-07-11	2016-02-10	777	777	8083	PURCHASE	0.0		1527.26				1.0			0.0	152.49	0.0
992	742927928	742927928	5000.0	2616.89	2016-02-27 14:18:36	102.78	EZ Putt Putt #69446	US	US	09	01	entertainment	01/2026	2007-07-11	2016-02-10	777	777	8083	PURCHASE	0.0		2383.11				1.0			0.0	102.7800000000002	0.0
993	742927928	742927928	5000.0	2514.11	2016-02-27 14:19:18	102.78	EZ Putt Putt #69446	US	US	09	01	entertainment	01/2026	2007-07-11	2016-02-10	777	777	8083	PURCHASE	0.0		2485.89				1.0			0.0	102.77999999999975	0.0
995	742927928	742927928	5000.0	1671.29	2016-04-13 16:06:59	35.37	AMC #79863	US	US	05	01	entertainment	04/2027	2007-07-11	2016-02-10	777	777	8083	PURCHASE	0.0		3328.71				1.0			0.0	35.36999999999989	0.0
996	742927928	742927928	5000.0	1635.92	2016-04-13 16:08:21	35.37	AMC #79863	US	US	05	01	entertainment	04/2027	2007-07-11	2016-02-10	777	777	8083	PURCHASE	0.0		3364.08				1.0			0.0	35.36999999999989	0.0
997	742927928	742927928	5000.0	2650.54	2016-04-22 23:17:48	173.81	EZ Putt Putt #503815	US	US	05	01	entertainment	12/2024	2007-07-11	2016-02-10	777	777	8083	PURCHASE	0.0		2349.46				1.0			0.0	173.80999999999995	0.0
1002	742927928	742927928	5000.0	1529.07	2016-08-01 02:35:32	21.34	sears.com	US	US	09	08	online_retail	07/2028	2007-07-11	2016-06-25	777	777	8083	PURCHASE	1.0		3470.93				0.0			0.0	21.33999999999969	0.0
1004	742927928	742927928	5000.0	481.89	2016-08-10 02:32:16	9.19	EZ Putt Putt #755869	US	US	09	01	entertainment	10/2019	2007-07-11	2016-08-09	830	830	6392	PURCHASE	0.0		4518.11				0.0			0.0	9.1899999999996	0.0
1005	742927928	742927928	5000.0	3342.26	2016-09-05 08:34:00	4.27	AMC #724446	US	US	05	08	entertainment	05/2031	2007-07-11	2016-08-09	777	777	8083	PURCHASE	0.0		1657.74				1.0			0.0	4.269999999999982	0.0
1007	742927928	742927928	5000.0	2318.56	2016-09-28 02:24:36	57.0	AMC #128743	US	US	09	01	entertainment	07/2022	2007-07-11	2016-08-09	830	830	6392	PURCHASE	0.0		2681.44				1.0			0.0	57.0	0.0
1008	742927928	742927928	5000.0	1399.45	2016-09-28 18:56:42	267.93	EZ Putt Putt #40513	US	US	05	01	entertainment	08/2029	2007-07-11	2016-08-09	830	830	6392	PURCHASE	0.0		3600.55				1.0			0.0	267.9300000000003	0.0
1010	742927928	742927928	5000.0	1766.74	2016-10-06 22:38:06	141.13	AMC #606218	US	US	02	01	entertainment	08/2028	2007-07-11	2016-08-09	777	777	8083	PURCHASE	0.0		3233.26				1.0			0.0	141.1300000000001	0.0
1012	742927928	742927928	5000.0	1710.47	2016-10-21 05:37:08	64.75	AMC #706324	US	US	09	01	entertainment	10/2028	2007-07-11	2016-08-09	777	777	8083	PURCHASE	0.0		3289.53				1.0			0.0	64.75	0.0
1013	742927928	742927928	5000.0	2094.27	2016-10-31 17:44:32	149.65	AMC #724446	US	US	05	01	entertainment	01/2020	2007-07-11	2016-08-09	830	830	6392	PURCHASE	0.0		2905.73				1.0			0.0	149.6500000000001	0.0
1020	798981461	798981461	5000.0	4463.46	2016-01-06 19:59:54	95.99	alibaba.com	US	US	09	01	online_retail	04/2019	2011-11-23	2011-11-23	848	848	2612	PURCHASE	0.0		536.54				0.0			0.0	95.98999999999995	0.0
1021	798981461	798981461	5000.0	4367.47	2016-01-06 20:00:34	95.99	alibaba.com	US	US	09	01	online_retail	04/2019	2011-11-23	2011-11-23	848	848	2612	PURCHASE	0.0		632.53				0.0			0.0	95.99000000000001	0.0
1023	798981461	798981461	5000.0	3040.62	2016-01-10 14:30:25	97.49	amazon.com	US	US	09	01	online_retail	12/2022	2011-11-23	2011-11-23	426	426	4231	PURCHASE	0.0		1959.38				0.0			0.0	97.49000000000001	0.0
1028	798981461	798981461	5000.0	3229.14	2016-04-26 16:35:11	142.87	staples.com	US	US	02	01	online_retail	11/2022	2011-11-23	2011-11-23	848	848	2612	PURCHASE	0.0		1770.86				0.0			0.0	142.8699999999999	0.0
1032	798981461	798981461	5000.0	3808.58	2016-06-13 22:01:05	50.33	amazon.com	US	US	05	01	online_retail	01/2021	2011-11-23	2011-11-23	426	426	4231	PURCHASE	0.0		1191.42				0.0			0.0	50.330000000000155	0.0
1035	798981461	798981461	5000.0	3532.0	2016-08-14 06:01:56	419.75	staples.com	US	US	05	01	online_retail	10/2021	2011-11-23	2011-11-23	848	848	2612	PURCHASE	0.0		1468.0				0.0			0.0	419.75	0.0
1067	283213102	283213102	20000.0	19839.88	2016-12-01 21:36:51	160.12	Uber	US	US	05	01	rideshare	09/2023	2014-06-08	2014-06-08	580	580	9926	PURCHASE	0.0		160.12				0.0			0.0	160.12	0.0
1068	283213102	283213102	20000.0	19679.76	2016-12-01 21:37:54	160.12	Uber	US	US	05	01	rideshare	09/2023	2014-06-08	2014-06-08	580	580	9926	PURCHASE	0.0		320.24				0.0			0.0	160.12	0.0
1094	906657026	906657026	5000.0	2112.34	2016-09-01 14:44:59	98.32	Virgin Airlines	US	US	09	01	airline	01/2021	2015-10-31	2016-02-06	710	710	8566	PURCHASE	0.0		2887.66				0.0			0.0	98.31999999999971	0.0
1112	225577014	225577014	2500.0	872.44	2016-10-16 20:45:37	111.53	United Airlines	US	US	09	08	airline	11/2020	2009-05-29	2016-06-17	853	853	5538	PURCHASE	0.0		1627.56				0.0			0.0	111.52999999999997	0.0
1121	893725478	893725478	15000.0	1183.46	2016-09-07 14:07:18	273.65	staples.com	US	US	05	01	online_retail	01/2030	2013-09-16	2013-09-16	544	544	3926	PURCHASE	0.0		13816.54				0.0			0.0	273.65000000000146	0.0
1123	893725478	893725478	15000.0	3937.36	2016-11-18 00:21:32	159.4	apple.com	US	US	02	01	online_retail	12/2028	2013-09-16	2013-09-16	544	544	3926	PURCHASE	0.0		11062.64				0.0			0.0	159.39999999999964	0.0
1124	549089697	549089697	10000.0	9887.73	2016-01-01 14:10:57	112.27	AMC #606218	US	US	09	99	entertainment	09/2030	2013-04-17	2013-04-17	937	937	6449	PURCHASE	0.0		112.27				1.0			0.0	112.27	0.0
1137	751816316	751816316	7500.0	3460.13	2016-11-05 13:45:53	27.47	Domino's Pizza #774322	US	US	05	01	fastfood	01/2031	2015-08-03	2015-08-03	333	333	6002	PURCHASE	0.0		4039.87				1.0			0.0	27.4699999999998	0.0
1143	283936136	283936136	20000.0	19907.03	2016-01-07 11:39:23	69.1	Golds Gym #741574	US	US	09	01	health	09/2019	2008-01-09	2008-01-09	426	426	8988	PURCHASE	0.0		92.97				1.0			0.0	69.1	0.0
1146	283936136	283936136	20000.0	16818.63	2016-03-12 10:01:38	0.63	discount.com	US	US	09	01	online_retail	06/2023	2008-01-09	2008-01-09	426	426	8988	PURCHASE	0.0		3181.37				0.0			0.0	0.6300000000001091	0.0
1175	459873663	459873663	20000.0	14787.06	2016-12-30 06:15:34	94.48	AMC #724446	US	US	05	08	entertainment	09/2026	2012-12-11	2016-07-15	902	902	2774	PURCHASE	0.0		5212.94				1.0			0.0	94.47999999999956	0.0
1178	586736712	586736712	7500.0	6998.36	2016-01-03 19:58:00	249.68	amazon.com	US	US	05	01	online_retail	10/2029	2014-07-22	2014-07-22	422	422	304	PURCHASE	0.0		501.64				0.0			0.0	249.67999999999998	0.0
1181	586736712	586736712	7500.0	2674.36	2016-06-11 13:17:17	53.31	amazon.com	US	US	05	01	online_retail	10/2019	2014-07-22	2016-05-06	422	422	304	PURCHASE	0.0		4825.64				0.0			0.0	53.3100000000004	0.0
1184	586736712	586736712	7500.0	3161.75	2016-10-22 19:39:08	29.51	Seattle News	US	US	05	01	subscriptions	12/2019	2014-07-22	2016-10-14	422	422	304	PURCHASE	0.0		4338.25				0.0			0.0	29.51000000000022	0.0
1187	586736712	586736712	7500.0	6025.62	2016-12-23 17:09:52	6.91	1st Sandwitch Bar #941288	US	US	02	08	food	11/2022	2014-07-22	2016-10-14	422	422	304	PURCHASE	0.0		1474.38				1.0			0.0	6.910000000000082	0.0
